BuildingID,LevelID,Material,NumberCode,SpaceProgram,Placement,BuildingPhase,eBKP-H,LoadBearing,ANF Brandschutz,ANF Schallschutz,Category,Name,NameDE,Width,Height,Thickness,StiffeningFunction,Water,Heating,Ventilation,Electricity,FireRequirementsDE,FireRating,AcoustingRating,ThermalTransmittance,Finishing,LeadTime,MaterialCost,LaborCost,CostEstimatingMethod,Version,Comments,ImageURL,LinkToIfc,ReferenceGeometry
Implenia_Default,Implenia_Default,Timber,WAL_30_STD_REN,Implenia_Default,FALSE,Off-Site 3D,G01.01,FALSE,None,None,WALL,Stiffening interior wall on prefabricated bathroom,Aussteifende Innenwand am Fertigbad,1000,3000,100,TRUE,FALSE,FALSE,FALSE,TRUE,tbd,tbd,tbd,0.607 W/(m²K),RENDER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/w4yjnfp52lumkst6jp7aq/WAL30.png?rlkey=z9oar1a33o30zhbfu6fh5hnrt&dl=1,,
Implenia_Default,Implenia_Default,Timber,WAL_31_STD_REN,Implenia_Default,FALSE,Off-Site 3D,G03.02,FALSE,None,None,WALL,Plasterboard on the prefabricated bathroom,Gipskarton am Fertigbad,1000,3000,15,FALSE,FALSE,FALSE,FALSE,TRUE,tbd,tbd,tbd,not relevant,RENDER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/weeyfjz1r7vek1zaom35c/BauteilKatalog_details.png?rlkey=el0ra1k62l7soz1z8t7uonit5&dl=1,,
Implenia_Default,Implenia_Default,Timber,WAL_32_STD_REN,Implenia_Default,FALSE,Off-Site 3D,G01.01,FALSE,None,None,WALL,Interior wall with heating manifold and electrical cabinet,Innenwand mit Heizung- und ElektroVerteiler,1000,3000,190,FALSE,FALSE,TRUE,FALSE,TRUE,tbd,tbd,tbd,0.248 W/(m²K),RENDER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/og3obrjckhvbt4714id3f/WAL32.png?rlkey=pne0j4rppljv0m816r1ss9ybp&dl=1,,
Implenia_Default,Implenia_Default,Metal,WAL_33_STD_TIL,Implenia_Default,FALSE,Off-Site 3D,G01.01,FALSE,None,None,WALL,Prefabricated bathroom wall,Wand Fertigbad,1000,3000,29,FALSE,TRUE,FALSE,FALSE,TRUE,tbd,tbd,tbd,-1,RENDER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/z4vpjgrlj3qu9xn14ye0x/WAL33.png?rlkey=sqb4d97u93jtxwlqtvzkg3y2h&dl=1,,
Implenia_Default,Implenia_Default,Timber,WAL_34_STD_TIL,Implenia_Default,FALSE,Off-Site 3D,G01.01,FALSE,None,None,WALL,Stiffening interior wall with tiles,Aussteifende Innenwand mit Fliesen,1000,3000,85,TRUE,TRUE,FALSE,FALSE,TRUE,tbd,tbd,tbd,-1,TILES,tbd,,,,2409,,https://www.dropbox.com/scl/fi/sjl0k2u67xkf5j2xd4bpe/WAL34.png?rlkey=99albj6isw53pn35x1yh3slqm&dl=1,,
Implenia_Default,Implenia_Default,Timber,WAL_35_STD_REN,Implenia_Default,FALSE,Off-Site 2D,G01.01,FALSE,None,tbd,WALL,Acoustic shell flat partition wall,Wohnungstrennwand Akustik Schale ,1000,3000,150,FALSE,FALSE,FALSE,FALSE,FALSE,tbd,tbd,tbd,-1,RENDER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/t4hn5mmcw8g57ki5jcosg/WAL28-35.png?rlkey=fkawab1zvc0uyu2wqwpttwyxo&dl=1,,
Implenia_Default,Implenia_Default,Timber,WAL_36_CTI_REN,Implenia_Default,TRUE,Off-Site 2D or 3D,E02.04,TRUE,REI 60,None,WALL,Compact load bearing exterior wall above ground with installation layer,Oberirdische tragende Aussenwand kompakt mit Installationsebene,1000,3000,418,FALSE,FALSE,FALSE,TRUE,TRUE,tbd,tbd,tbd,0.131 W/(m²K),RENDER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/weeyfjz1r7vek1zaom35c/BauteilKatalog_details.png?rlkey=el0ra1k62l7soz1z8t7uonit5&dl=1,,
Implenia_Default,Implenia_Default,Timber,WAL_36_VTI_REN,Implenia_Default,TRUE,Off-Site 2D or 3D,E02.04,TRUE,REI 61,None,WALL,Ventilated load bearing exterior wall above ground with installation layer,Oberirdische tragende Aussenwand hinterlüftet mit Installationsebene,1000,3000,487,FALSE,FALSE,FALSE,TRUE,TRUE,tbd,tbd,tbd,0.126 W/(m²K),METALL,tbd,,,,2409,,https://www.dropbox.com/scl/fi/weeyfjz1r7vek1zaom35c/BauteilKatalog_details.png?rlkey=el0ra1k62l7soz1z8t7uonit5&dl=1,,
Implenia_Default,Implenia_Default,Timber,WAL_37_CTR_REN,Implenia_Default,TRUE,Off-Site 2D or 3D,E02.04,TRUE,REI 62,None,WALL,Compact load bearing exterior wall above ground,Oberirdische tragende Aussenwand kompakt,1000,3000,355,FALSE,FALSE,FALSE,TRUE,FALSE,tbd,tbd,tbd,0.152 W/(m²K),RENDER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/weeyfjz1r7vek1zaom35c/BauteilKatalog_details.png?rlkey=el0ra1k62l7soz1z8t7uonit5&dl=1,,
Implenia_Default,Implenia_Default,Timber,WAL_37_VTR_MET,Implenia_Default,TRUE,Off-Site 2D or 3D,E02.04,TRUE,REI 63,None,WALL,Ventilated load bearing exterior wall above ground,Oberirdische tragende Aussenwand hinterlüftet,1000,3000,424,FALSE,FALSE,FALSE,TRUE,FALSE,tbd,tbd,tbd,0.147 W/(m²K),METALL,tbd,,,,2409,,https://www.dropbox.com/scl/fi/weeyfjz1r7vek1zaom35c/BauteilKatalog_details.png?rlkey=el0ra1k62l7soz1z8t7uonit5&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_21_STD_PAR,Implenia_Default,FALSE,Off-Site 3D,C04.01,TRUE,REI 60,73 dB,SLAB,Floor 3D Module standard storey,Boden 3D Modul Regelgeschoss,1000,1000,265,TRUE,FALSE,TRUE,FALSE,FALSE,tbd,tbd,tbd,-1,PARQUET,tbd,,,,2409,,https://www.dropbox.com/scl/fi/9648irhgwl3e3am04wazk/SLA21-22.png?rlkey=deh0lec4mbdh2ki7hjq2gfn4j&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_22_STD_TIM,Implenia_Default,FALSE,Off-Site 3D,C04.01,FALSE,None,None,SLAB,Ceiling 3D module standard storey,Decke 3D Modul Regelgeschoss,1000,1000,100,TRUE,FALSE,TRUE,FALSE,FALSE,tbd,tbd,tbd,-1,TIMBER,tbd,,,,2409,"Ventilation, heating, electricity planned on top of the CLT slab",https://www.dropbox.com/scl/fi/9648irhgwl3e3am04wazk/SLA21-22.png?rlkey=deh0lec4mbdh2ki7hjq2gfn4j&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_23_STD_PAR,Implenia_Default,FALSE,Off-Site 2D,C04.01,TRUE,REI 60,68 dB,SLAB,Floor 2D area standard storey 120CLT,Boden 2D-Bereich Regelgeschoss 120BSP,1000,1000,296,TRUE,FALSE,TRUE,FALSE,TRUE,tbd,tbd,tbd,-1,PARQUET/TILES/TIMBER/LINOLEUM,tbd,,,,2409,electric and heating installation not integrated in the slab,https://www.dropbox.com/scl/fi/eibc5ufz5gc1z35le0p8l/SLA23.png?rlkey=a5ibq0o16475221y5sztt2w2n&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_24_STD_PAR,Implenia_Default,FALSE,Off-Site 2D,C04.01,TRUE,REI 60,68 dB,SLAB,Floor 2D area standard storey 220CLT,Boden 2D-Bereich Regelgeschoss 220BSP,1000,1000,396,TRUE,FALSE,TRUE,FALSE,TRUE,tbd,tbd,tbd,-1,PARQUET/TILES/TIMBER/LINOLEUM,tbd,,,,2409,,https://www.dropbox.com/scl/fi/w76kzi00e93fd3xo0b4oj/SLA24.png?rlkey=jzyanglmp689ol03ey0l2wdvu&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_25_STD_PAR,Implenia_Default,FALSE,Off-Site 2D,C04.01,TRUE,REI 60,68 dB,SLAB,Floor 2D area standard storey 240CLT,Boden 2D-Bereich Regelgeschoss 240BSP,1000,1000,416,TRUE,FALSE,TRUE,FALSE,TRUE,tbd,tbd,tbd,-1,PARQUET/TILES/TIMBER/LINOLEUM,tbd,,,,2409,,https://www.dropbox.com/scl/fi/3ah0jn9hy7nzyejjwr3jc/SLA25.png?rlkey=f5ru5xki3krfdy1a4gzefdi7a&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_26_STD_PAR,Implenia_Default,FALSE,Off-Site 3D,C04.01,TRUE,REI 60,tbd,SLAB,Floor 3D module ground floor,Boden 3D Modul Erdgeschoss,1000,1000,345,TRUE,TRUE,TRUE,FALSE,TRUE,tbd,tbd,tbd,0.177 W/(m²K),PARQUET/TILES/TIMBER/LINOLEUM,tbd,,,,2409,,https://www.dropbox.com/scl/fi/n4v613xdon55fjaqavhql/SLA26.png?rlkey=rft6wsb3plbomjdvoamg75w41&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_27_STD_PAR,Implenia_Default,FALSE,Off-Site 2D,C04.01,TRUE,REI 60,58 dB,SLAB,Floor 2D area ground floor,Boden 2D-Bereich Erdgeschoss,1000,1000,345,TRUE,FALSE,TRUE,FALSE,FALSE,tbd,tbd,tbd,0.124 W/(m²K),PARQUET/TILES/TIMBER/LINOLEUM,tbd,,,,2409,,https://www.dropbox.com/scl/fi/8evwtg66xw26yypylddyx/SLA27.png?rlkey=gwascqhfuulhi313mjtpq41zl&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_28_STD_PAR,Implenia_Default,FALSE,Off-Site 3D,C04.01,TRUE,REI 60,73 dB,SLAB,Floor 3D module attic storey interior area,Boden 3D Modul Staffegelschoss Innenbereich,1000,1000,425,TRUE,FALSE,TRUE,FALSE,FALSE,tbd,tbd,tbd,-1,PARQUET/TILES/TIMBER/LINOLEUM,tbd,,,,2409,,https://www.dropbox.com/scl/fi/m2b0r0vhwsuu6ihneelpk/SLA28-22.png?rlkey=i3zqu459qtv3973otuj0al094&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_29_STD_CTS,Implenia_Default,TRUE,Off-Site 3D,C04.01,TRUE,REI 60,tbd,SLAB,Floor 3D module attic storey terrace,Boden 3D Modul Staffegelschoss Terrasse,1000,1000,400,TRUE,TRUE,TRUE,FALSE,TRUE,tbd,tbd,tbd,0.130 W/(m²K),HOLZROST/ZEMENTPLATTEN,tbd,,,,2409,,https://www.dropbox.com/scl/fi/1dxaiomoyoa4qmq0i26qb/SLA29-22.png?rlkey=n7aq6ybchf7e4woapff811vlq&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_30_STD_PAR,Implenia_Default,FALSE,Off-Site 2D,C04.01,TRUE,REI 60,68 dB,SLAB,Floor 2D area attic storey interior area 120CLT,Boden 2D-Bereich Staffelgeschoss Innenbereich 120BSP,1000,1000,471,TRUE,TRUE,TRUE,FALSE,FALSE,tbd,tbd,tbd,-1,PARQUET/TILES/TIMBER/LINOLEUM,tbd,,,,2409,,https://www.dropbox.com/scl/fi/36lhjowh0ae8msm2oo84t/SLA30.png?rlkey=dsgi1d5uppazsy9zbuuseomro&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_31_STD_PAR,Implenia_Default,FALSE,Off-Site 2D,C04.01,TRUE,REI 60,68 dB,SLAB,Floor 2D area attic storey interior area 220CLT,Boden 2D-Bereich Staffelgeschoss Innenbereich 220BSP,1000,1000,571,TRUE,TRUE,TRUE,FALSE,FALSE,tbd,tbd,tbd,-1,PARQUET/TILES/TIMBER/LINOLEUM,tbd,,,,2409,,https://www.dropbox.com/scl/fi/3o41ldeb123mceoki51ol/SLA31.png?rlkey=ds666bhyqrplnf3ahzpq86g5l&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_32_STD_PAR,Implenia_Default,FALSE,Off-Site 2D,C04.01,TRUE,REI 60,68 dB,SLAB,Floor 2D area attic storey interior 240CLT,Boden 2D-Bereich Staffelgeschoss Innenbereich 240BSP,1000,1000,576,TRUE,TRUE,TRUE,FALSE,FALSE,tbd,tbd,tbd,-1,PARQUET/TILES/TIMBER/LINOLEUM,tbd,,,,2409,,https://www.dropbox.com/scl/fi/yfzcpxkyzx37pslh1m9x3/SLA32.png?rlkey=5cgoqhs2t708jf5zyfwm9csny&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_33_STD_CTS,Implenia_Default,TRUE,Off-Site 2D,C04.01,TRUE,REI 60,tbd,SLAB,Floor 2D area attic storey terrace 120CLT,Boden 2D-Bereich Staffelgeschoss Terrasse 120BSP,1000,1000,460,TRUE,TRUE,TRUE,FALSE,FALSE,tbd,tbd,tbd,0.125 W/(m²K),HOLZROST/ZEMENTPLATTEN,tbd,,,,2409,,https://www.dropbox.com/scl/fi/vizczcf9adkyxl5hwt319/SLA33.png?rlkey=yhmvr980d7k3beufcv2z7hk7f&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_34_STD_CTS,Implenia_Default,TRUE,Off-Site 2D,C04.01,TRUE,REI 60,tbd,SLAB,Floor 2D area attic storey terrace 220CLT,Boden 2D-Bereich Staffelgeschoss Terrasse 220BSP,1000,1000,560,TRUE,TRUE,TRUE,FALSE,FALSE,tbd,tbd,tbd,0.114 W/(m²K),HOLZROST/ZEMENTPLATTEN,tbd,,,,2409,,https://www.dropbox.com/scl/fi/ejj1582pap5idh8eukayj/SLA34.png?rlkey=s2o69mtq5sqqtlzbg43kxwj8m&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_35_STD_CTS,Implenia_Default,TRUE,Off-Site 2D,C04.01,TRUE,REI 60,tbd,SLAB,Floor 2D area attic storey terrace 240CLT,Boden 2D-Bereich Staffelgeschoss Terrasse 240BSP,1000,1000,580,TRUE,TRUE,TRUE,FALSE,FALSE,tbd,tbd,tbd,0.112 W/(m²K),HOLZROST/ZEMENTPLATTEN,tbd,,,,2409,,https://www.dropbox.com/scl/fi/2hm69gnzgau0rr4t7igg6/SLA35.png?rlkey=nqp79bpze5sdm3nbhglcyqk7q&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_36_STD_RGR,Implenia_Default,TRUE,Off-Site 3D,C04.04,TRUE,None,tbd,SLAB,Floor 3D module roof,Boden 3D Modul Dach,1000,1000,567,TRUE,TRUE,FALSE,FALSE,TRUE,tbd,tbd,tbd,0.116 W/(m²K),EXT. BEGRÜNUNG,tbd,,,,2409,,https://www.dropbox.com/scl/fi/ozrkxdgas1ej8p16rgyhg/SLA36.png?rlkey=dc9uwjxtozaphowql85zqb0w0&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_37_STD_RGR,Implenia_Default,TRUE,Off-Site 2D,C04.04,TRUE,None,tbd,SLAB,Floor 2D area roof 120CLT,Boden 2D-Bereich Dach 120BSP,1000,1000,587,TRUE,TRUE,FALSE,FALSE,FALSE,tbd,tbd,tbd,0.116 W/(m²K),EXT. BEGRÜNUNG,tbd,,,,2409,,https://www.dropbox.com/scl/fi/i1qzqn72r62010eue61xb/SLA37.png?rlkey=wv412u6of59egxh4zzcdahqec&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_38_STD_RGR,Implenia_Default,TRUE,Off-Site 2D,C04.04,TRUE,None,tbd,SLAB,Floor 2D area roof 220CLT,Boden 2D-Bereich Dach 220BSP,1000,1000,667,TRUE,TRUE,FALSE,FALSE,FALSE,tbd,tbd,tbd,0.106 W/(m²K),EXT. BEGRÜNUNG,tbd,,,,2409,,https://www.dropbox.com/scl/fi/e6b1q7hbh49hjz6nszg31/SLA38.png?rlkey=b4lu88kjtb014e4q40hi7f7g0&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_39_STD_RGR,Implenia_Default,TRUE,Off-Site 2D,C04.04,TRUE,None,tbd,SLAB,Floor 2D area roof 240CLT,Boden 2D-Bereich Dach 240BSP,1000,1000,687,TRUE,TRUE,FALSE,FALSE,FALSE,tbd,tbd,tbd,0.104 W/(m²K),EXT. BEGRÜNUNG,tbd,,,,2409,,https://www.dropbox.com/scl/fi/niedulpsulw185y3tkktx/SLA39.png?rlkey=deq31p3r84lkcbz6vgvezs6ip&dl=1,,
Implenia_Default,Implenia_Default,Timber,SLA_40_STD_PAR,Implenia_Default,FALSE,Off-Site 2D,C04.01,TRUE,REI 60,68 dB,SLAB,Floor 2D area standard storey 140CLT,Boden 2D-Bereich Regelgeschoss 140BSP,1000,1000,316,TRUE,FALSE,TRUE,FALSE,TRUE,tbd,tbd,tbd,-1,PARQUET/TILES/TIMBER/LINOLEUM,tbd,,,,2409,electric and heating installation not integrated in the slab,https://www.dropbox.com/scl/fi/ilfl89zz7lu831txzk2js/SLA40.png?rlkey=24f5z4cgdp0y251nt56iiafx5&dl=1,,
Implenia_Default,Implenia_Default,Timber,COL_21_STD_TIM,Implenia_Default,FALSE,Off-Site 2D,C03.01,TRUE,E60,None,COLUMN,Facade column building long side,260X260 GL30h,260,3000,260,TRUE,FALSE,FALSE,FALSE,FALSE,tbd,tbd,tbd,-1,TIMBER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/nugozq01kblq7c8npo64p/COL_XX.png?rlkey=u6mqoon526a5a2233wh18fdvb&dl=1,,
Implenia_Default,Implenia_Default,Timber,COL_22_STD_TIM,Implenia_Default,FALSE,Off-Site 3D,C03.00,TRUE,E60,None,COLUMN,3D module corner column,260x320 GL30h,260,3000,360,TRUE,FALSE,FALSE,FALSE,FALSE,tbd,tbd,tbd,-1,TIMBER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/nugozq01kblq7c8npo64p/COL_XX.png?rlkey=u6mqoon526a5a2233wh18fdvb&dl=1,,
Implenia_Default,Implenia_Default,Timber,COL_23_STD_TIM,Implenia_Default,FALSE,Off-Site 2D,C03.01,TRUE,E60,None,COLUMN,Facade column building short side,260x360 GL30h,260,3000,360,TRUE,FALSE,FALSE,FALSE,FALSE,tbd,tbd,tbd,-1,TIMBER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/nugozq01kblq7c8npo64p/COL_XX.png?rlkey=u6mqoon526a5a2233wh18fdvb&dl=1,,
Implenia_Default,Implenia_Default,Timber,COL_24_STD_TIM,Implenia_Default,FALSE,Off-Site 3D,C03.02,TRUE,E60,None,COLUMN,3D module central column,280x560 GL30h,280,3000,580,TRUE,FALSE,FALSE,FALSE,FALSE,tbd,tbd,tbd,-1,TIMBER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/nugozq01kblq7c8npo64p/COL_XX.png?rlkey=u6mqoon526a5a2233wh18fdvb&dl=1,,
Implenia_Default,Implenia_Default,Timber,BEA_21_STD_TIM,Implenia_Default,FALSE,Off-Site 2D,C04.01,TRUE,E60,None,BEAM,Facade Beam,260x220 GL28c,260,7100,220,TRUE,FALSE,FALSE,FALSE,FALSE,tbd,tbd,tbd,-1,TIMBER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/yozvw9m945qlm7lslv7gd/BEA_XX.png?rlkey=ndek9rfpytj8c61z41jg9m4fi&dl=1,,
Implenia_Default,Implenia_Default,Timber,BEA_22_STD_TIM,Implenia_Default,FALSE,Off-Site 3D,C04.01,TRUE,E60,None,BEAM,3D Module Beam GL28c,260x320 GL28c,260,7100,320,TRUE,FALSE,FALSE,FALSE,FALSE,tbd,tbd,tbd,-1,TIMBER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/yozvw9m945qlm7lslv7gd/BEA_XX.png?rlkey=ndek9rfpytj8c61z41jg9m4fi&dl=1,,
Implenia_Default,Implenia_Default,Timber,BEA_23_STD_TIM,Implenia_Default,FALSE,Off-Site 3D,C04.01,TRUE,E60,None,BEAM,3D Module Beam GL75,260x320 Baubuche GL75,260,7100,320,TRUE,FALSE,FALSE,FALSE,FALSE,tbd,tbd,tbd,-1,TIMBER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/yozvw9m945qlm7lslv7gd/BEA_XX.png?rlkey=ndek9rfpytj8c61z41jg9m4fi&dl=1,,
Implenia_Default,Implenia_Default,Timber,BEA_24_STD_TIM,Implenia_Default,FALSE,Off-Site 3D,C04.02,TRUE,None,None,BEAM,3D Module Upper BEAM,90x140 GL28c,90,7100,140,TRUE,FALSE,FALSE,FALSE,FALSE,tbd,tbd,tbd,-1,TIMBER,tbd,,,,2409,,https://www.dropbox.com/scl/fi/yozvw9m945qlm7lslv7gd/BEA_XX.png?rlkey=ndek9rfpytj8c61z41jg9m4fi&dl=1,,
Implenia_Default,Implenia_Default,Metal,POD_01_STD_TIL,Implenia_Default,FALSE,Off-Site 3D,D08.00,FALSE,None,None,POD,Bathroom Pod type 1,Fertigbad Typ 1,2840,2490,2090,FALSE,TRUE,TRUE,TRUE,TRUE,tbd,tbd,tbd,-1,TILES,tbd,,,,2409,,https://www.dropbox.com/scl/fi/weeyfjz1r7vek1zaom35c/BauteilKatalog_details.png?rlkey=el0ra1k62l7soz1z8t7uonit5&dl=1,,
Implenia_Default,Implenia_Default,Metal,POD_02_STD_TIL,Implenia_Default,FALSE,Off-Site 3D,D08.00,FALSE,None,None,POD,Bathroom Pod type 2,Fertigbad Typ 2,2190,2490,1090,FALSE,TRUE,TRUE,TRUE,TRUE,tbd,tbd,tbd,-1,TILES,tbd,,,,2409,,https://www.dropbox.com/scl/fi/weeyfjz1r7vek1zaom35c/BauteilKatalog_details.png?rlkey=el0ra1k62l7soz1z8t7uonit5&dl=1,,
Implenia_Default,Implenia_Default,PVC,WIN_01_STD_PVC,Implenia_Default,TRUE,Off-Site 2D or 3D,E03.01,FALSE,None,None,WINDOW,Standard PVC window ,PVC Standard Fenster,1200,1300,150,FALSE,FALSE,FALSE,FALSE,FALSE,tbd,tbd,tbd,-1,GLASS,tbd,,,,2409,,https://www.dropbox.com/scl/fi/weeyfjz1r7vek1zaom35c/BauteilKatalog_details.png?rlkey=el0ra1k62l7soz1z8t7uonit5&dl=1,,
